TCID,NUM ASEGURADOS,PRIMA ESPERADA,FLUJO,TIPO,RUN,CLAVE,RIESGO,TIPO DE DEDUCIBLE,TIPO DE COASEGURO,PLAN,MONEDA,FECHA SOLICITUD,FECHA EFECTO,CONDUCTO DE COBRO,FORMA DE PAGO,AGENTE,PARTICIPACION,DEDUCIBLE,DEDUCIBLE EN EXCESO,COASEGURO,GURA,SUMA ASEGURADA,TF,GF,CAE,CEC,CEE,CEDA,DENTAL,CEDA PREM,CRFCA,AMCDC,AMCDA1,AMCDA2,AMCDA3,AMCDA4,AMCDA5,AMCDA6,AMCDA7,AMCDA8,AMCDA9,AMCDA10,CETTEC,CETTEA1,CETTEA2,CETTEA3,CETTEA4,CETTEA5,CETTEA6,CETTEA7,CETTEA8,CETTEA9,CETTEA10,DNIC,DNIA1,DNIA2,DNIA3,DNIA4,DNIA5,DNIA6,DNIA7,DNIA8,DNIA9,DNIA10,CMAC,CMAA1,CMAA2,CMAA3,CMAA4,CMAA5,CMAA6,CMAA7,CMAA8,CMAA9,CMAA10,POLIZA
841,2,207542.61534073803,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,53000,NO,10,50,700000,TF,GF,CAE,CEC,NO,CEDA,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JAICENSEP19720101M01,LEACENMAR19670101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
842,2,98093.0851,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,65000,NO,10,50,800000,NO,NO,NO,NO,NO,CEDA,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JAICEPLIC19810101M01,LINLOZTIN19770101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
843,2,73261.70846036117,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,77000,NO,15,0,900000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JAILUALAI19820101M01,LOLLUCRES19920101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
844,2,123136.93343535869,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,109000,SI,10,25,1500000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JAILUCJEN19660101M01,LORQUINIE20000101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
845,2,148694.84517386055,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,109000,SI,10,50,2000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JAVRESJIR19700101M01,LUICERLIR19710101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
846,3,122113.94806574084,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,200000,SI,15,50,2500000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,JAVCERAMA19900101M01,LUZARMROB19700101H01,JAVREZALE19830101M01,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,
847,2,67810.63216730123,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,300000,SI,20,50,3000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,MARRAYCAR19750101M01,JAVMORTIN19950101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
848,4,157494.23423207545,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,400000,SI,25,50,4000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,MARRHOBUR19620101M01,JAVBRAMUR19810101H01,MAROLISAL19910101H01,JAVCRUPOS20010101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
849,2,47121.77846756598,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,500000,SI,10,0,5000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,MARLUCROY19790101M01,JERRUBCAR19940101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
850,2,158136.91020217777,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,600000,SI,10,25,30000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,MARBURALM19710101M01,JERGAEROJ19630101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
851,5,175054.49931388107,emision,GMM,0,CG-111-X,NO,UNI,UNI,PLENO,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,121000,SI,15,25,200000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,NO,MARBUSVAC19950101M01,JERCANSAN20010101H01,MAYJACBOR19650101M01,JERESPMIR19850101M01,MERLEBDEL19720101M01,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,
852,4,295860.9526265376,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,35000,NO,25,50,400000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,JERMURCHA19950101M01,MIRCERTER20000101H01,JERESPPAR19750101H01,NADCANALM19710101H01,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
853,2,173952.1056556797,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,41000,NO,10,50,500000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JOAPERMEL19870101M01,NATOLILEI19730101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
854,2,548957.2443,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,25000,NO,10,50,600000,TF,GF,CAE,CEC,NO,CEDA,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JOAOLAMAR19630101M01,NINMARVEL19730101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
855,2,251780.4573380631,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,29000,NO,15,0,700000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JOALUCNAR19730101M01,OLISEQSAM19810101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
856,2,453700.60875998513,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,35000,NO,20,25,800000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JOAMARSCO19630101M01,PALBUSGUA19670101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
857,5,343309.56787760294,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,41000,NO,25,25,900000,TF,GF,CAE,CEC,NO,CEDA,DP,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,NO,PAMGOTRUA19700101M01,JOAMINSEV19740101H01,PATRODLOY19870101M01,JOACERKEL19770101H01,JOEARAARI19740101M01,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,
858,2,178453.30206801277,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,47000,NO,10,50,1000000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JOECUEBUC19760101M01,PILDAVROG19710101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
859,2,169572.00056874604,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,53000,NO,10,50,1500000,TF,GF,CAE,CEC,NO,CEDA,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JOEATKHIL19820101M01,RAQLUCCAL19730101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
860,2,117616.30782533485,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,77000,NO,20,50,2500000,TF,GF,NO,CEC,NO,CEDA,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JOERICOBR19720101M01,REBDAYSOZ19800101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
861,5,390566.1288105246,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,96000,NO,25,0,3000000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,NO,JOEASEWEA19830101M01,REYPAUMAN19690101H01,ROBBARMAT19650101H01,ROSLECSAL19760101M01,RUTGARCAS19640101H01,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
862,6,2340532.7275708527,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,25000,NO,10,0,200000,TF,GF,CAE,CEC,CEE,CEDA,DP,NO,NO,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,JOEDEHJAM19910101M01,JORGOVMAC19630101H01,JORLUEQUI19690101M01,SABALVCOL19770101H01,JORJACBUS19690101H01,SARRICUMA19790101M01,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
863,8,2965804.2717489335,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,29000,NO,10,0,300000,NO,NO,CAE,CEC,CEE,CEDA,DP,NO,NO,AMCD,NO,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,CETTE,CETTE,CETTE,CETTE,NO,NO,NO,JORJACRAS19900101M01,SELJACLAM20040101H01,JORCERRIO19720101M01,SERRICCAL19750101H01,JORMURMON19620101M01,SHAMARHAR19690101H01,JOSHARMAY19750101M01,SOCALVMAC19640101H01,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
864,9,1244364.343546078,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,35000,NO,15,0,400000,TF,GF,CAE,CEC,CEE,CEDA,NO,NO,NO,AMCD,AMCD,AMCD,NO,NO,NO,NO,AMCD,AMCD,NO,NO,CETTE,CETTE,CETTE,CETTE,CETTE,CETTE,CETTE,CETTE,CETTE,NO,NO,JOSESPOLI19630101M01,SOLHARROD20030101H01,SOFGAICAS20010101M01,JOSLUEPAR20070101H01,TATCANCOS19820101M01,JOSJAITOS19980101H01,TERLEDJIR20260101M01,JOSCORHOF19790101H01,TINBUSCUE19770101M01,NO,NO,NO,NO,SI,NO,SI,NO,NO,NO,NO,NO,NO,
865,2,142836.4239706606,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,41000,NO,20,0,500000,TF,GF,CAE,CEC,CEE,CEDA,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JOSMELJAC19920101M01,JUAPAVCLE19880101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
866,2,186625.40059294106,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,47000,NO,25,0,600000,TF,GF,NO,CEC,CEE,CEDA,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,VIOGALTOL19730101M01,JUAPLAALC19980101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
867,2,748304.0941529477,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,53000,NO,10,0,700000,TF,GF,CAE,CEC,CEE,CEDA,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,YARARDPRI19640101M01,JUARICNIE19640101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
868,2,254220.38315189112,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,65000,NO,10,0,800000,TF,GF,CAE,CEC,CEE,CEDA,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,YASMELVIL19800101M01,JUAESPMAC19710101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
869,2,155166.93197996388,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,77000,NO,15,0,900000,TF,GF,CAE,CEC,CEE,CEDA,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JUAMELROC19770101M01,YESDAVCAS19880101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
870,2,229627.23516360758,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,96000,NO,20,0,1000000,TF,GF,CAE,CEC,CEE,CEDA,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,YOLFLEPUL19670101M01,JUAREYCRU19740101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
871,2,237605.20446244965,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,96000,NO,10,0,1500000,TF,GF,CAE,CEC,CEE,CEDA,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,ZOELEDVIL19660101M01,JULGRASAN19920101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
872,2,799033.6668449314,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,29000,NO,10,0,2000000,TF,GF,CAE,CEC,CEE,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,ISAROGENR19740101M01,JULMELRUB19670101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
873,2,516468.83457998245,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,29000,NO,15,0,2500000,TF,GF,CAE,CEC,CEE,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,LUCGRAVAL19810101M01,JULPLAMAR19720101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
874,2,530061.4059634478,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,41000,NO,20,0,3000000,TF,GF,CAE,CEC,CEE,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,VALRICFAR19780101M01,JULGAMCHA19650101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
875,2,367604.49156795646,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,53000,NO,25,0,4000000,TF,GF,CAE,CEC,CEE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,EMMTABMOR19630101M01,JULJORLOP20050101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
876,2,195856.36400500845,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,65000,NO,10,0,5000000,TF,GF,CAE,CEC,CEE,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,MARCANVEL19900101M01,JULUMAMUN19740101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
877,2,95708.27464233019,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,77000,NO,10,0,60000000,TF,GF,CAE,CEC,CEE,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,LUCORTGAR19950101M01,JULDAVVIL19980101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
878,2,66334.18913046757,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,96000,NO,15,0,200000,TF,GF,CAE,CEC,CEE,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,VICESPCAM19960101M01,VALPAGLED19990101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
879,2,170350.2939462667,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,96000,NO,20,0,300000,NO,NO,NO,CEC,CEE,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JULAGUAVI19730101M01,JULJAIPUE19750101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
880,2,108921.76543937618,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,109000,SI,25,0,400000,TF,GF,CAE,CEC,CEE,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JULHARMEN19760101M01,XIMPLAARM19870101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
881,2,276827.72386288067,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,109000,SI,10,0,500000,TF,GF,CAE,CEC,CEE,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JULPOLLUG19800101M01,SAMCORCEJ19650101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
882,2,1351234.3432210255,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,25000,NO,10,0,600000,TF,GF,CAE,CEC,CEE,CEDA,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JULLUGPIN19620101M01,EMIESPELI19750101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
883,2,504675.11255780514,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,TRIMESTRAL,11026,100,29000,NO,15,0,700000,TF,GF,CAE,CEC,CEE,CEDA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,JULAGUAYA19860101M01,RENMUROLI19690101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
884,2,581825.6113,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,ANUAL,11026,100,35000,NO,20,0,800000,TF,GF,CAE,NO,CEE,CEDA,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,LEOHARVEL19890101M01,SALOLMORD19640101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
885,2,539427.4498579165,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,SEMESTRAL,11026,100,41000,NO,25,0,900000,TF,GF,CAE,CEC,CEE,CEDA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,LEOLOGDOM19630101M01,MARHARVAL19740101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
886,3,177433.36271276607,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,01032026,01032026,AGENTE,MENSUAL,11026,100,96000,NO,25,0,3000000,TF,GF,NO,CEC,CEE,CEDA,DP,NO,NO,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,LEOMURVIL19720101M01,MIACERALC19910101H01,LEOLEEMEZ19940101H01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
