TCID,NUM ASEGURADOS,PRIMA ESPERADA,FLUJO,TIPO,RUN,CLAVE,RIESGO,TIPO DE DEDUCIBLE,TIPO DE COASEGURO,PLAN,MONEDA,FECHA SOLICITUD,FECHA EFECTO,CONDUCTO DE COBRO,FORMA DE PAGO,AGENTE,PARTICIPACION,DEDUCIBLE,DEDUCIBLE EN EXCESO,COASEGURO,GURA,SUMA ASEGURADA,TF,GF,CAE,CEC,CEE,CEDA,DENTAL,CEDA PREM,CRFCA,AMCDC,AMCDA1,AMCDA2,AMCDA3,AMCDA4,AMCDA5,AMCDA6,AMCDA7,AMCDA8,AMCDA9,AMCDA10,CETTEC,CETTEA1,CETTEA2,CETTEA3,CETTEA4,CETTEA5,CETTEA6,CETTEA7,CETTEA8,CETTEA9,CETTEA10,DNIC,DNIA1,DNIA2,DNIA3,DNIA4,DNIA5,DNIA6,DNIA7,DNIA8,DNIA9,DNIA10,CMAC,CMAA1,CMAA2,CMAA3,CMAA4,CMAA5,CMAA6,CMAA7,CMAA8,CMAA9,CMAA10,POLIZA
814,2,41391.995838609444,emision,GMM,0,CG-111-X,Ambos,ANU,UNI,PLENO NOVO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,59000,NO,10,0,700000,NO,NO,CAE,CEC,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19940212M,PRUGASNOT19940212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
815,2,78688.17777696918,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,59000,NO,10,25,600000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19790212M,PRUGASNOT19790212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
816,2,72427.19454910042,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,59000,NO,10,0,4000000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19790212M,PRUGASNOT19780212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
817,2,30573.373965294057,emision,GMM,0,CG-111-X,Titular,ANU,UNI,PRACTICO TOTAL,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,59000,NO,10,50,1000000,TF,GF,NO,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19980212M,PRUGASNOT19980212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
818,2,55250.29409794124,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,59000,NO,10,0,170000000,TF,GF,NO,CEC,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19810212M,PRUGASNOT19810212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
819,2,86710.59432655331,emision,GMM,0,CG-111-X,Ambos,ANU,UNI,PRACTICO TOTAL,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,59000,NO,25,50,1000000,TF,GF,NO,NO,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19680212M,PRUGASNOT19680212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
820,2,42858.79993421893,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,59000,NO,10,50,2000000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19890212M,PRUGASNOT19890212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
821,2,333682.35941434174,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,59000,NO,25,25,2500000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19560212M,PRUGASNOT19560212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
822,2,230768.42375566484,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,59000,NO,25,25,2500000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19560212M,PRUGASNOT19560212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
823,2,59026.1311504943,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,59000,NO,10,0,50000000,TF,GF,CAE,NO,NO,CEDA,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19740212M,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
824,2,118191.99211417971,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,59000,NO,10,0,30000000,TF,GF,CAE,NO,NO,CEDA,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19560212M,PRUGASNOT19950212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
825,2,94224.33008564645,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,59000,NO,10,50,1500000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19740212M,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
826,2,78498.24742552124,emision,GMM,0,CG-111-X,NO,ANU,UNI,INTEGRO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,59000,NO,10,50,1500000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19740212M,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
827,2,48467.80726956454,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,59000,NO,10,0,1500000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19740212M,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
828,2,121041.47228883544,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,53000,NO,10,50,1500000,TF,GF,CAE,CEC,NO,CEDA,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19740212M,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
829,2,97720.24663146804,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,59000,NO,10,50,30000000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19740212M,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
830,2,61431.44701901858,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,59000,NO,10,0,500000,TF,GF,CAE,NO,NO,CEDA,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19640212M,PRUGASNOT19640212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
831,2,124953.670418978,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,59000,NO,10,0,500000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19640212M,PRUGASNOT19640212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
832,2,40442.01983860944,emision,GMM,0,CG-111-X,Ambos,ANU,UNI,PLENO NOVO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,59000,NO,10,0,700000,NO,NO,CAE,CEC,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19940212M,PRUGASNOT19940212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
833,2,94591.61309740774,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,59000,NO,10,25,1500000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19740212M,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
834,2,239908.51247714643,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO NOVO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,59000,NO,10,0,4000000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19790212M,PRUGASNOT19560212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
835,2,41303.32554871246,emision,GMM,0,CG-111-X,NO,ANU,UNI,PRACTICO TOTAL,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,59000,NO,25,50,3000000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19940212M,PRUGASNOT19940212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
836,4,638475.2135715031,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,25000,NO,10,0,200000,TF,GF,CAE,CEC,NO,CEDA,DP,NO,NO,AMCD,AMCD,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19560212M,PRUGASNOT19840212H,PRUGASNOT19590212M,PRUGASNOT20190212H,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
837,2,215306.7139011065,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,29000,NO,10,25,300000,TF,GF,CAE,NO,NO,CEDA,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19640212M,PRUGASNOT19960212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
838,2,86469.34743305115,emision,GMM,0,CG-111-X,NO,UNI,UNI,PLENO,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,121000,NO,15,25,400000,TF,GF,CAE,CEC,NO,CEDA,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19760212M,PRUGASNOT19690212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
839,2,93516.80708021132,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,41000,NO,20,50,500000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19760212M,PRUGASNOT19750212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
840,2,134175.91434778983,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,47000,NO,25,50,600000,TF,GF,NO,CEC,NO,CEDA,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19660212M,PRUGASNOT19700212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
841,2,207542.61534073803,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,53000,NO,10,50,700000,TF,GF,CAE,CEC,NO,CEDA,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19650212M,PRUGASNOT19600212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
842,2,98093.0850979836,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,65000,NO,10,50,800000,NO,NO,NO,NO,NO,CEDA,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19740212M,PRUGASNOT19700212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
843,2,73261.70846036117,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,77000,NO,15,0,900000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19750212M,PRUGASNOT19850212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
844,2,123136.93343535869,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,109000,NO,10,25,1500000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19590212M,PRUGASNOT19930212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
845,2,148694.84517386055,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,109000,NO,10,50,2000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19630212M,PRUGASNOT19640212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
846,3,126179.07030994826,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,200000,SI,15,50,2500000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19830212M,PRUGASNOT19630212H,PRUGASNOT19760212M,,,,,,,,,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,
847,2,69734.30558600852,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,300000,SI,20,50,3000000,TF,GF,CAE,NO,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19680212M,PRUGASNOT19880212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
848,4,161004.9457349283,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,400000,SI,25,50,4000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19550212M,PRUGASNOT19740212H,PRUGASNOT19840212H,PRUGASNOT19940212H,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
849,2,48071.0913294902,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,500000,SI,10,0,5000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19720212M,PRUGASNOT19870212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
850,2,162792.90355911717,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,600000,SI,10,25,30000000,TF,GF,CAE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19640212M,PRUGASNOT19560212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
851,5,175054.49931388107,emision,GMM,0,CG-111-X,NO,UNI,UNI,PLENO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,121000,NO,15,25,200000,TF,GF,CAE,CEC,NO,NO,NO,NO,NO,AMCD,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,NO,PRUGASTIT19880212M,PRUGASNOT19940212H,PRUGASNOT19580212M,PRUGASNOT19780212M,PRUGASNOT19650212M,,,,,,,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,
852,4,295860.9526265376,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,35000,NO,25,50,400000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19880212M,PRUGASNOT19930212H,PRUGASNOT19680212H,PRUGASNOT19640212H,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
853,2,173952.1056556797,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,41000,NO,10,50,500000,TF,GF,CAE,CEC,NO,NO,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19800212M,PRUGASNOT19660212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
854,2,548957.244323871,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,25000,NO,10,50,600000,TF,GF,CAE,CEC,NO,CEDA,DP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19560212M,PRUGASNOT19660212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
855,2,251780.4573380631,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,29000,NO,15,0,700000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19660212M,PRUGASNOT19740212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
856,2,453700.60875998513,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,ANUAL,11026,100,35000,NO,20,25,800000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19560212M,PRUGASNOT19600212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
857,5,343309.56787760294,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,41000,NO,25,25,900000,TF,GF,CAE,CEC,NO,CEDA,DP,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,NO,PRUGASTIT19630212M,PRUGASNOT19670212H,PRUGASNOT19800212M,PRUGASNOT19700212H,PRUGASNOT19670212M,,,,,,,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,
858,2,178453.30206801277,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,47000,NO,10,50,1000000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19690212M,PRUGASNOT19640212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
859,2,169572.00056874604,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,53000,NO,10,50,1500000,TF,GF,CAE,CEC,NO,CEDA,DP,NO,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19750212M,PRUGASNOT19660212H,,,,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
860,2,117616.30782533485,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,SEMESTRAL,11026,100,77000,NO,20,50,2500000,TF,GF,NO,CEC,NO,CEDA,DP,NO,NO,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRUGASTIT19650212M,PRUGASNOT19730212H,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
861,5,390566.1288105246,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,96000,NO,25,0,3000000,TF,GF,CAE,CEC,NO,CEDA,NO,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,NO,PRUGASTIT19760212M,PRUGASNOT19620212H,PRUGASNOT19580212H,PRUGASNOT19690212M,PRUGASNOT19570212H,,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
862,6,2340532.7275708527,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,03032025,03032025,AGENTE,MENSUAL,11026,100,25000,NO,10,0,200000,TF,GF,CAE,CEC,CEE,CEDA,DP,NO,NO,AMCD,AMCD,AMCD,NO,NO,NO,NO,NO,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,CETTE,CETTE,NO,NO,NO,NO,NO,PRUGASTIT19840212M,PRUGASNOT19560212H,PRUGASNOT19620212M,PRUGASNOT19700212H,PRUGASNOT19620212H,PRUGASNOT19720212M,,,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
863,8,2965804.2717489335,emision,GMM,0,CG-111-X,NO,ANU,UNI,PLENO INT,PESO,03032025,03032025,AGENTE,TRIMESTRAL,11026,100,29000,NO,10,0,300000,NO,NO,CAE,CEC,CEE,CEDA,DP,NO,NO,AMCD,NO,NO,NO,AMCD,NO,AMCD,AMCD,NO,NO,NO,CETTE,CETTE,CETTE,CETTE,CETTE,CETTE,CETTE,CETTE,NO,NO,NO,PRUGASTIT19830212M,PRUGASNOT19970212H,PRUGASNOT19650212M,PRUGASNOT19680212H,PRUGASNOT19550212M,PRUGASNOT19620212H,PRUGASNOT19680212M,PRUGASNOT19570212H,,,,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
